name,photo_url,growth_form,care_difficulty,management_level,water_period_spring,water_period_summer,water_period_autumn,water_period_winter,growth_temp,sunlight,humidity,flower,content
알로카시아 아마조니카,http://www.nongsaro.go.kr/cms_contents/301/18658_MF_ATTACH_01_TMB.jpg,풀모양,필요함,전문가,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"거북이의 등껍질, 코끼리의 귀를 닮은 알로카시아 아마조니카는 알로카시아 오도라와 다르게 암녹색의 어두운 잎에 하얀색 선이 뚜렷하게 보인다. 따뜻한 곳을 좋아하며 건조에 약하므로 주의가 필요하다. 플로리스트가 장식을 할 때 가장 대표적으로 많이 사용되는 식물이다. "
알로카시아 쿠쿨라타,http://www.nongsaro.go.kr/cms_contents/301/19471_MF_REPR_ATTACH_02_TMB.jpg,직립형,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,두꺼운 목대와 큼지막한 입사귀가 매력적인 식물이다. 특유의 휴양지스러운 분위기로 인해 많은 사람들이 선호하는 화분 중 하나이다. 햇빛이 잘 드는 곳에서 쉽게 키울 수 있는 식물 중 하나이다. 
에메랄드리플 페페로미아,http://www.nongsaro.go.kr/cms_contents/301/18654_MF_REPR_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,,,,,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"페페로미아는 인도, 브라질, 페루가 원산지이며 늘푸른 여러해살이풀이다. 페페로미아는 그리스어로 '후추를 닮았다'는 뜻으로 잎이 두껍고 아름다운 후추과의 식물이다. 잎에 수분이 많아 전자파를 제거하는 능력이 있다. "
에크메아 파시아타,http://www.nongsaro.go.kr/cms_contents/301/18601_MF_ATTACH_01_TMB.jpg,로제트형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","색깔이 선명한 포엽(苞 : 보통 꽃으로 감상하는 부분으로 잎이 변형된 것임)이 아름답고, 관상기간이 길다."
엘라티올 베고니아,http://www.nongsaro.go.kr/cms_contents/301/18598_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름,가을","베고니아는 예로부터 관엽식물로 사랑받으며 애용하여 왔다. 베고니아는 많은 개량품종이 있으며 해충은 거의 생기지 않지만, 너무 습기가 많거나 공기 순환이 안되면 곰팡이가 낄 수 있으니 주의가 필요하다. 물을 줄 때는 분토에만 주고 되도록이면 잎이나 꽃에 물이 닿지 않도록 해야 합니다. "
여우꼬리풀,http://www.nongsaro.go.kr/cms_contents/301/18595_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",여우꼬리풀은 모양이 여우꼬리의 모양과 흡사해서 붉은 여우 꼬리풀이라고 불린다. 물줄 때에는 꽃에 물이 닿지 않도록 주의하는 것이 좋다.
엽란,http://www.nongsaro.go.kr/cms_contents/301/18591_MF_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,봄과 가을에는 아침에 한번만 듬뿍 준다. 겨울에는 2-3일에 한번 정도 주도록 한다. 지하경을 분주해서 번식시킨다. 잎이 1-4매정도 달려있고 뿌리가 충분히 달려있는 근경은 아주 빨리 활착한다
옥살리스(사랑초),http://www.nongsaro.go.kr/cms_contents/301/19474_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",관상용으로 재배하는 옥살리스는 잎겨드랑이에서 나온 꽃자루에 1~4개의 아름다운 꽃을 피운다. 흐린 날과 밤에 꽃과 잎이 오그라들고 햇밫에 민감하게 반응하기 때문에 볕이 잘 드는 곳에 심어야한다. 
온시디움,http://www.nongsaro.go.kr/cms_contents/301/18589_MF_ATTACH_01_TMB.jpg,"풀모양,다육형",필요함,경험자,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","온시디움은 많은 종류가 있으나 보통 재배되고 있는 것은 작은 노란색 꽃이 피는 스파켈라튬, 플렉수오숨 등이 있다. 꽃은 빛깔이 다채롭게 피고, 분갈이는 꽃이 진 다음 새싹이 나올 때가 가장 좋다. "
왜란,http://www.nongsaro.go.kr/cms_contents/301/18588_MF_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,10~15℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"상록 다년생의 백합과 식물로 화분에 심어 감상하거나 화단 정원, 그늘의 지피식물로 주로 사용한다. 암록색의 잎이 5~6cm 크기로 자란다."
왜성종려죽,http://www.nongsaro.go.kr/cms_contents/301/18587_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,왜란종려죽은 암모니아 제거능력이 탁월하기 때문에 가정이나 사무실에서 선호하는 관엽 식물이다. 꽃말은 행운으로 실내에서 키우기 매우 적합한 식물이다.
움벨라타 고무나무,http://www.nongsaro.go.kr/cms_contents/301/18585_MF_ATTACH_01_TMB.jpg,직립형,보통 (약간 잘 견딤),경험자,,,,,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,줄기나 잎자루를 자르면 하얀 액이 나온다. 고무나무는 가지를 잘라서 심어도 다시 뿌리를 내리고 자라는 것이 특징이다. 
은사철나무,http://www.nongsaro.go.kr/cms_contents/301/18581_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,은사철은 생육이 왕성하나 무늬종은 약간 생육면에서는 원종 보다 약하다. 약 150여종이 있으며 대체의 계절의 화목류 아래 부분에 조금 곁들여서 꽂아도 좋고 은사철을 주재로 하여도 좋은 화재이다. 특히 부드러운 관엽류와 배합한 플라워 어레인지먼트에 잘 조화된다. 
익소라,http://www.nongsaro.go.kr/cms_contents/301/18578_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","꽃이 피어 있는 시간이 길고 짙은 녹색의 잎이 매혹적으로 빛나서 인기 있는 상록저목이다. 

또한 꽃이 피어도 열매는 맺지 않는 것이 특징이다."
인삼벤자민,http://www.nongsaro.go.kr/cms_contents/301/17748_MF_REPR_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,인삼 벤자민은 흙 위로 올라온 뿌리의 모양이 인삼을 닮아 인삼벤자민 이라고 불린다. 고무나무의 한 종류로서 고온 다습한 환경을 좋아하지만 실내에서는 약간 건조하게 키우는 것이 좋다. 
자금우,http://www.nongsaro.go.kr/cms_contents/301/17741_MF_ATTACH_01_TMB.jpg,"관목형,덩굴성",낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,봄,자금우는 인테리어 식물로 많이 사용되는 식물로서 화사한 분위기를 연출한다. 붉은 색 구슬 같은 열매가 오랫동안 달려있으며 관리가 쉽고 건조에도 갈라지지 않는다. 
자란,http://www.nongsaro.go.kr/cms_contents/301/17393_MF_REPR_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux)",40 ~ 70%,봄,자란은 대표적 관상용 식물로서 배수와 통기가 잘 되는 토양에서 잘 자란다. 화분에 심을 때는 굵은 마사토를 바닥에 깔고 그 위에 마사토와 시판 배양토 또는 마사토와 바크를 섞거나 동양란을 심는 흑에 난을 심는 방법으로 심는다.
자주색만년초,http://www.nongsaro.go.kr/cms_contents/301/16450_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,자주빛을 띠는 닭의장풀과 식물로 단독화분에 심어도 아름답다.
접란,http://www.nongsaro.go.kr/cms_contents/301/16447_MF_ATTACH_01_TMB.jpg,"풀모양,로제트형",낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"접란은 덤불난초, 줄모초, 거미죽란이라고도 한다.  공기정화효과도 있어 거실이나 주방 등의 생활공간에 배치를 추천한다. "
제라니움,http://www.nongsaro.go.kr/cms_contents/301/16248_MF_ATTACH_01_TMB.jpg,"관목형,풀모양",낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름,가을",제라니움은 색상과 모양이 다양하며 화려한 꽃이 피어 인기가 많은 식물이다. 햇빛과 통풍이 잘 될 수록 꽃이 잘 피기 때문에 실내보다는 베란다에 배치하는 것을 추천한다. 
좀마삭줄,http://www.nongsaro.go.kr/cms_contents/301/16242_MF_ATTACH_01_TMB.jpg,덩굴성,낮음 (잘 견딤),경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,좀마삭줄이 물이 부족해 말랐다면 손상이 심한 줄기는 최대한 잘라내고 물을 흠뻑 준다. 전체적으로 손상된 게 아니면 살아있는 뿌리와 다른 줄기 옆에서 새 잎이 올라온다. 
종려죽,http://www.nongsaro.go.kr/cms_contents/301/16035_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,종려죽은 공기 정화능력 및 암모니아 제거 능력이 좋아 집이나 사무실에서 선호하는 식물이다. 햇빛에 직사광선을 맞으면 잎 끝이 잘 타버리기 때문에 반음지에 두는 것을 추천한다. 
죽백나무,http://www.nongsaro.go.kr/cms_contents/301/16033_MF_REPR_ATTACH_01_TMB.jpg,직립형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,죽백나무는 잎의 생김새가 대나무 잎과 닮았다고 해서 죽백나무라고 불린다. 일년 내내 푸르른 잎을 가지며 잎은 특유의 광택과 단정함을 보인다. 성장이 더디기 때문에 자주 분갈이가 필요 없고 공간을 크게 차지하지 않아 책상 위에 배치하기에도 적합하다. 
줄리아 페페로미아,http://www.nongsaro.go.kr/cms_contents/301/15834_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,줄리아 페페로미아는 빨간색 줄기에 초록 줄무늬의 잎을 가진 식물로 여름과 어울리는 식물 중 하나이다. 잎들이 덩쿨성으로 늘어지게 자라기 때문에 선반이나 높은 곳에 놓으면 색다른 분위기를 연출한다. 
참쇠고비(섬쇠고비),http://www.nongsaro.go.kr/cms_contents/301/12991_MF_REPR_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,"참쇠고비는 주로 남부지방의낮은 산에 자라는 여러해 살이식물이다. 요즘에는 쇠고비를 이용해 실내 화단을 꾸미거나 정원용, 조경용으로 활용 빈도가 높아지고 있는 추세이다. "
치자나무,http://www.nongsaro.go.kr/cms_contents/301/12989_MF_ATTACH_01_TMB.jpg,관목형,낮음 (잘 견딤),초보자,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",치자나무는 순백의 우아한 느낌을 주는 식물이다. 한없는 즐거움과 행복이라는 꽃말을 가진 치자는 새로운 출발을 앞둔 소중한 사람에게 선물하기 좋은 식물이다. 
칼라데아 마코야나,http://www.nongsaro.go.kr/cms_contents/301/15829_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,칼라데아 마코나야는 반 그늘을 좋아하는 식물이며 낮에는 잎을 활짝 폈다가 밤에는 잎이 오므러 드는 습성이 있어 사랑초 또는 부부초로도 불려지고 있다. 
칼라데아 인시그니스,http://www.nongsaro.go.kr/cms_contents/301/14918_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"잎의 무늬가 선명하여 포인트로 적당하다.
덩이줄기에서 올라온 달걀모양 잎의 앞면에 주맥을 축으로 짙은 녹색 또는 암갈색의 반점이 있다."
칼라데아 크로카타,http://www.nongsaro.go.kr/cms_contents/301/14917_MF_REPR_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",칼라데아 크로카타는 공기정화능력이 좋은 식물이다. 당신과 함께 하겠습니다 라는 꽃말을 지녔으며 온도와 습도가 높은 곳에서 잘 자란다. 
칼라디움,http://www.nongsaro.go.kr/cms_contents/301/14914_MF_ATTACH_01_TMB.jpg,풀모양,특별 관리 요구,전문가,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"칼라디움은 전 세계 2000 종 이상, 다양한 색과 무늬를 가진 식물이다. 잎이 크고 화려한 무늬를 가졌다. 다른 식물들과는 다르게 월동을 하기 위해서는 잎이 시들기 시작하는 가을철에 줄기와 잎을 모두 잘라주어야한다. "
칼랑코에,http://www.nongsaro.go.kr/cms_contents/301/13319_MF_ATTACH_01_TMB.jpg,"풀모양,다육형",필요함,초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,겨울",칼랑코에는 돌나물과에 속하는 열대의 다육질의 꽃 식물로서 야생에서도 잘 자란다. 
커피나무,http://www.nongsaro.go.kr/cms_contents/301/13317_MF_ATTACH_01_TMB.jpg,직립형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,봄,"커피나무는 하루에 두세시간씩은 햇볕을 보게 해주는 것이 좋고 간접광이 잘 드는 창가나 베란다, 발코니에 두는 것을 추천한다."
켄챠야자,http://www.nongsaro.go.kr/cms_contents/301/13318_MF_ATTACH_01_TMB.jpg,직립형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"켄챠야자는 굵고 튼튼한 하나의 가지에서 잎이 나온다. 2년에 한번씩 화분갈이를 해주는 것이 좋으며 공기 중 페인트, 신나 등 독성 성분 제거 효과가 탁월하다. "
크로톤,http://www.nongsaro.go.kr/cms_contents/301/13260_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,열대성 상록 관목으로 다양한 잎 모양과 잎색에 따른 품종이 많고 빛에 대한 적응성이 강하여 어두운 곳에서도 오래 견딘다.
크립탄서스,http://www.nongsaro.go.kr/cms_contents/301/13257_MF_ATTACH_01_TMB.jpg,로제트형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,파인애플과 식물중 지피식물로 건조에 강하여 기르기 쉬운 식물이다.
클레마티스,http://www.nongsaro.go.kr/cms_contents/301/13255_MF_ATTACH_01_TMB.jpg,덩굴성,낮음 (잘 견딤),경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",,"봄,여름","꽃피는 시기에는 물이 마르면 안되고 올라갈 지지대가 필요하다.
물과 양분을 충분히 준다.
"
털달개비,http://www.nongsaro.go.kr/cms_contents/301/12996_MF_ATTACH_01_TMB.jpg,다육형,보통 (약간 잘 견딤),경험자,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,봄,털달개비는 실막으로 둘러 싸여 있으며 3~4월에 개화한다. 창가나 베란다에서 잘 자라며 겨울철 월동만 주의하면 꽃도 잘 피우고 잘 자란다. 
털머위,http://www.nongsaro.go.kr/cms_contents/301/13001_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",털머위는 화분이나 화단에 심는 것을 추천하며 일반 머위와 달리 독이 있어 조심해야 한다. 
테이블야자,http://www.nongsaro.go.kr/cms_contents/301/13002_MF_ATTACH_01_TMB.jpg,직립형,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"공기중에 수분을 방출하는 능력이 뛰어나고 벤젠, 포름알데히드등의 화학물질을 제거하는데 좋아 공기정화식물로도 적절하다."
톨미아,http://www.nongsaro.go.kr/cms_contents/301/13003_MF_REPR_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,,,,,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,톨미아는 잎 가운데서 모종이 자라나는 독특한 특성을 지녔다. 음지에서는 성장이 빠르며 풍성하게 자란다. 
틸란드시아,http://www.nongsaro.go.kr/cms_contents/301/13004_MF_ATTACH_01_TMB.jpg,로제트형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,겨울",화포틑 분홍색으로 각각의 포에서 남보라색 꽃이 차례로 피는데 같은 포에서 3~4장의 꽃잎을 올림
파키라,http://www.nongsaro.go.kr/cms_contents/301/13248_MF_ATTACH_01_TMB.jpg,직립형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"외국에서는 Money tree라고 불리우고, 잎과 꽃은 채소처럼 식용하고, 열매는 땅콩맛이 난다."
파피오페딜럼,http://www.nongsaro.go.kr/cms_contents/301/13247_MF_ATTACH_01_TMB.jpg,풀모양,필요함,전문가,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux)",70% 이상,"봄,여름",파파오페딜럼은 주머니 모양이 있는 특이하고 화려한 꽃으로 유명하다. 성장이 느린 편이고 자주 꽃이 피진 않지만 한 번 피면 오래 지속된다. 
팔레놉시스(호접란),http://www.nongsaro.go.kr/cms_contents/301/13245_MF_ATTACH_01_TMB.jpg,"로제트형,다육형",특별 관리 요구,전문가,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름,겨울",팔레놉시스는 여러마리의 나비가 나는 듯한 꽃이 오래 지속된다. 오래도록 꽃을 보는 것에 비하면 가격도 저렴한 편이며 인기가 많은 식물이다. 
팔손이나무,http://www.nongsaro.go.kr/cms_contents/301/13244_MF_ATTACH_01_TMB.jpg,관목형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"마치 손가락처럼 7~11열로 깊게 갈라진 큰 잎이 호생하며, 잎 양면에 털이 없고 짙은 녹색으로 광택이 있고 뒷면은 황록색이다."
